,Epochs,ins_Loss,type_loss,pair_Loss
177,177,4.521381452679634,1.5704456269741058,4.868303503841162
178,178,4.483858242630959,1.5348902344703674,4.662393666803837
179,179,4.521343320608139,1.6529007107019424,5.04235852509737
180,180,4.498896956443787,1.5704605281352997,5.01718882843852
181,181,4.466012716293335,1.5895952433347702,5.015613071620464
182,182,4.469034597277641,1.5273754447698593,4.886719044297934
183,183,4.452352732419968,1.5974065065383911,5.200943537056446
184,184,4.452253356575966,1.5041190385818481,4.632799655199051
185,185,4.420918047428131,1.5580090880393982,4.6711520701646805
186,186,4.439509749412537,1.5582488030195236,4.794259134680033
187,187,4.438517510890961,1.6186551749706268,4.84198222309351
188,188,4.441478833556175,1.5842497646808624,4.775683179497719
189,189,4.4156975001096725,1.605324387550354,4.779415100812912
190,190,4.378157839179039,1.5419531464576721,4.766101609915495
191,191,4.37971493601799,1.602270022034645,4.6332287937402725
192,192,4.404724895954132,1.5216207951307297,4.800389461219311
193,193,4.389296531677246,1.4697682112455368,4.775516834110022
194,194,4.363431945443153,1.5242192298173904,4.779942952096462
195,195,4.341906040906906,1.5817494988441467,5.007399175316095
196,196,4.36568808555603,1.5776803493499756,4.634038496762514
197,197,4.339583724737167,1.5484098196029663,4.7117618806660175
198,198,4.339019671082497,1.5241817086935043,4.904267553240061
199,199,4.338795647025108,1.578382357954979,4.855192422866821
